"CompoundID","WT-Fe","WT+Fe","log2fc","pvalue","FDR","VIP","Compound_name","Name","mean_peak","ions","CD_Check","mf","mw","RT","KEGG","High_identical"
"Compound_0454",8462570.74666667,8075295.547,0.0675809277600697,0.893673945118068,0.916841443971101,0.0992406124329323,"4-HYDROXYBENZYLIDENEMALONONITRILE","4-HYDROXYBENZYLIDENEMALONONITRILE",13123085.49,"pos",FALSE,"C10H6N2O",170.04731,7.737,NA,TRUE
"Compound_0455",61426129.22,90925809,-0.565837382475295,0.00747477955500717,0.055159030633617,1.2784731954721,"4-Hydroxyisoleucine","4-Hydroxyisoleucine",92980196.03,"pos",FALSE,"C6H13NO3",147.08883,1.255,NA,TRUE
"Compound_0456",27103611.5366667,20083350.0033333,0.432485164342861,0.121009186380739,0.223290760583506,0.975952769269723,"4-Hydroxymandelonitrile","4-Hydroxymandelonitrile",28360407.42,"pos",TRUE,"C8H7NO2",149.04702,2.42,"C00650",TRUE
"Compound_0457",1294462.63533333,627381.524866667,1.04493837201258,0.0405993083397274,0.117807665385168,1.15718050398849,"4-Hydroxyphenylacetylglutamicacid","4-Hydroxyphenylacetylglutamicacid",1133170.083,"pos",FALSE,"C13H15NO6",281.08867,7.995,NA,FALSE
"Compound_0458",453876080.633333,338974571.766667,0.421121406526953,0.0759141608630537,0.168295994285197,1.09105137691685,"4-Hydroxyphenylacetylglycine","4-Hydroxyphenylacetylglycine",401607526.6,"pos",FALSE,"C10H11NO4",209.0679,3.328,"C05596",TRUE
"Compound_0459",1034460009,461593364.433333,1.16418348339524,0.00845303766640254,0.0572198910344109,1.28624706354872,"4-Methoxy-1-Naphthaldehyde","4-Methoxy-1-Naphthaldehyde",784085179.5,"pos",FALSE,"C12H10O2",186.06708,10.827,NA,TRUE
"Compound_0460",12766197.47,9755272.10333333,0.388074849432323,0.0810084355583218,0.173313192641946,1.02232534721435,"4-Methoxybenzaldehyde","4-Methoxybenzaldehyde-isoform1",12847169.38,"pos",FALSE,"C8H8O2",136.05173,7.485,"C10761",TRUE
"Compound_0461",29927699.1933333,25915073.3533333,0.207689893067635,0.416341183653629,0.51523260252545,0.586691114027257,"4-Methoxybenzaldehyde","4-Methoxybenzaldehyde-isoform2",26312149.28,"pos",FALSE,"C8H8O2",136.05174,8.852,"C10761",TRUE
"Compound_0462",85331786.4266667,56267873.75,0.600771803373365,0.105683287016311,0.204761368594102,1.03929290900789,"4-Methoxycinnamic acid","4-Methoxycinnamic acid",75723082.55,"pos",FALSE,"C10H10O3",160.05507,3.838,NA,FALSE
"Compound_0463",9095572.95566667,6313541.159,0.526715104554705,0.0887372828967478,0.183164998724191,0.991222886468949,"4-methoxyphenyl 3,5-dimethyl-1-phenyl-1H-pyrazole-4-carboxylate","4-methoxyphenyl 3,5-dimethyl-1-phenyl-1H-pyrazole-4-carboxylate",8502698.256,"pos",FALSE,"C19H18N2O3",344.10684,7.945,NA,FALSE
"Compound_0464",5384926.606,4338203.63866667,0.311828905821603,0.446523691541849,0.536867528292074,0.544155432161855,"4-Methyl-1-piperazineethanol","4-Methyl-1-piperazineethanol",4984824.296,"pos",FALSE,"C7H16N2O",144.12565,0.968,NA,FALSE
"Compound_0465",75722325.51,84851938.6233333,-0.164228903225631,0.531361901979637,0.612140899482893,0.517425128569683,"4-Methyl-2-oxo-2H-chromen-7-yl 5-acetamido-3,5-dideoxy-6-(1,2,3-trihydroxypropyl)hex-2-ulopyranosidonic acid","4-Methyl-2-oxo-2H-chromen-7-yl 5-acetamido-3,5-dideoxy-6-(1,2,3-trihydroxypropyl)hex-2-ulopyranosidonic acid",44624754.21,"pos",FALSE,"C21H25NO11",467.14043,9.775,NA,FALSE
"Compound_0466",192428.880933333,414080.368366667,-1.10558546178916,0.350929274932223,0.458055053595744,0.672550257074281,"4-methyl-2-piperazin-1-ylquinoline","4-methyl-2-piperazin-1-ylquinoline",513642.921,"pos",FALSE,"C14H17N3",227.14137,14.336,NA,TRUE
"Compound_0467",546745.8888,1731622.9505,-1.66318245468251,0.46510603711075,0.552072258472236,0.538646456683737,"4-methylaeruginoic acid","4-methylaeruginoic acid-isoform1",2499585.289,"pos",FALSE,"C11H11NO3S",237.0471,4.789,NA,TRUE
"Compound_0468",3101654.97333333,3886797.543,-0.325543751412555,0.571388808874457,0.648038527138104,0.493026845728808,"4-methylaeruginoic acid","4-methylaeruginoic acid-isoform2",1528697.188,"pos",FALSE,"C11H11NO3S",237.04498,6.086,NA,TRUE
"Compound_0469",150475303.033333,47309815.8166667,1.66931527272891,0.00118384065022983,0.0357301590335681,1.28510640584562,"4-Methylcoumarin","4-Methylcoumarin",51147492.03,"pos",FALSE,"C10H8O2",160.05153,7.088,NA,TRUE
"Compound_0470",16360473.5633333,18773669.4833333,-0.198496156989162,0.609999308380898,0.685558135098773,0.359662712610823,"4-Methylene-L-glutamine","4-Methylene-L-glutamine",18122037.51,"pos",FALSE,"C6H10N2O3",158.06842,1.11,"C01109",TRUE
"Compound_0471",1948554.001,1329760.8599,0.551237094786424,0.13416714376422,0.236541125499005,0.97112311370741,"4-Methylphenyl 7-(phenoxysulfonyl)-1H-indene-3-carboxylate","4-Methylphenyl 7-(phenoxysulfonyl)-1H-indene-3-carboxylate",1662399.602,"pos",FALSE,"C23H18O5S",406.08584,8.582,NA,FALSE
"Compound_0472",48520884.7566667,34116560.36,0.508133656478685,0.0429676076553031,0.121751616493113,1.14145095562837,"4-Methylumbelliferone hydrate","4-Methylumbelliferone hydrate-isoform1",47104979.04,"pos",FALSE,"C10H8O3",144.02033,9.161,NA,FALSE
"Compound_0473",62495302.49,133259566.8,-1.09241945119331,0.0011114420817462,0.03564279779393,1.30292988637508,"4-Methylumbelliferone hydrate","4-Methylumbelliferone hydrate-isoform2",131609672.9,"pos",TRUE,"C10H8O3",176.04655,10.261,NA,FALSE
"Compound_0474",3914164.79066667,2332087.70133333,0.747082452230204,0.0654648576219685,0.154916838647406,1.03902657368489,"4-methylumbelliferyl acetate","4-methylumbelliferyl acetate-isoform1",4171438.628,"pos",FALSE,"C12H10O4",236.06749,8.054,"C03837",FALSE
"Compound_0475",43372172.5166667,17177543.4766667,1.33624597522621,0.112421644647977,0.212937127337309,1.04273323296137,"4-methylumbelliferyl acetate","4-methylumbelliferyl acetate-isoform2",31571978.52,"pos",TRUE,"C12H10O4",218.05696,9.297,"C03837",TRUE
"Compound_0476",13103244,9568258.74233333,0.453595719128776,0.10131181536652,0.198149291884045,1.09205753928506,"4-Methylumbelliferylacetate","4-Methylumbelliferylacetate-isoform1",13904418.19,"pos",FALSE,"C12H10O4",218.05698,7.514,NA,FALSE
"Compound_0477",26096233.1733333,24725988.9733333,0.0778133518171836,0.665847510603974,0.73023370856332,0.445588886817458,"4-Methylumbelliferylacetate","4-Methylumbelliferylacetate-isoform2",32327629.58,"pos",FALSE,"C12H10O4",218.05697,9.161,NA,FALSE
"Compound_0478",37292057.28,28024971.98,0.412155457449337,0.0632969465788885,0.15215080688324,1.13831514715203,"4-Methylumbelliferylacetate","4-Methylumbelliferylacetate-isoform3",34184338.49,"pos",FALSE,"C12H10O4",218.05699,10.2,NA,FALSE
"Compound_0479",48354212.55,4751971.61633333,3.34704345669356,0.000853402944578095,0.0349073359892374,1.31630153950062,"4-Nitro-2H-benzimidazol-2-one","4-Nitro-2H-benzimidazol-2-one",20723877.27,"pos",FALSE,"C7H3N3O3",177.01779,9.388,NA,FALSE
"Compound_0480",2673207.78466667,3250761.66066667,-0.282205803807258,0.411733428362643,0.511231092626513,0.740408057331088,"4-Nitrophenyl-3-ketovalidamine","4-Nitrophenyl-3-ketovalidamine",4724533.621,"pos",FALSE,"C13H16N2O6",296.09952,1.256,"C03995",TRUE
"Compound_0481",1939525.19633333,605472.479233333,1.67957022684756,0.00121817836006376,0.0357301590335681,1.29078903438258,"4-Oxoadamantan-2-yl methanesulfonate","4-Oxoadamantan-2-yl methanesulfonate",1527758.871,"pos",FALSE,"C11H16O4S",244.07592,7.345,NA,FALSE
"Compound_0482",18454738.8366667,3110275.168,2.568877194091,0.000309526888167051,0.0314148316762193,1.31283369838158,"4-Pentylbiphenyl","4-Pentylbiphenyl-isoform1",6616191.884,"pos",FALSE,"C17H20",224.1555,17.993,NA,TRUE
"Compound_0483",5577475.349,960622.600866667,2.53757057532203,0.0461002232662666,0.125543799817358,1.20186909038027,"4-Pentylbiphenyl","4-Pentylbiphenyl-isoform2",1758826.5,"pos",FALSE,"C17H20",224.15552,19.332,NA,TRUE
"Compound_0484",24425056.1633333,24924930.7766667,-0.0292276183196112,0.885162993542388,0.912134719107392,0.457525984681425,"4-PYRIDOXATE","4-PYRIDOXATE",23418178.57,"pos",TRUE,"C8H9NO4",183.05238,2.324,"C00847",TRUE
"Compound_0484",24425056.1633333,24924930.7766667,-0.0292276183196112,0.885162993542388,0.912134719107392,0.457525984681425,"4-PYRIDOXATE","4-PYRIDOXATE",23418178.57,"pos",TRUE,"C8H9NO4",183.05238,2.324,NA,FALSE
"Compound_0485",6849371.19033333,10180318.6606667,-0.571739268856196,0.0653317073078118,0.154916838647406,1.0735910285302,"4-Quinolinecarboxylicacid","4-Quinolinecarboxylicacid-isoform1",8533112.415,"pos",FALSE,"C10H7NO2",173.04686,10.263,"C06414",TRUE
"Compound_0486",2869924.439,1623299.56166667,0.822083495718055,0.0161952275439556,0.0744055438287357,1.18693861755905,"4-Quinolinecarboxylicacid","4-Quinolinecarboxylicacid-isoform2",3947514.325,"pos",FALSE,"C10H7NO2",173.0469,12.072,"C06414",TRUE
"Compound_0487",1285727.91393333,1370512.754,-0.0921303824792675,0.857786445515272,0.889343806387071,0.18458364205552,"4-Tetradecylaniline","4-Tetradecylaniline",1843739.542,"pos",FALSE,"C20H35N",289.27568,14.828,NA,TRUE
"Compound_0488",8513482.02566667,1030572.92633333,3.04630271905579,0.00573489951989117,0.0517283081258457,1.2932509559763,"4,11,17-Trinitropentacyclo[6.6.6.0~2,7~.0~9,14~.0~15,20~]icosa-2,4,6,9,11,13,15,17,19-nonaene","4,11,17-Trinitropentacyclo[6.6.6.0~2,7~.0~9,14~.0~15,20~]icosa-2,4,6,9,11,13,15,17,19-nonaene",5955557.592,"pos",FALSE,"C20H11N3O6",389.06502,14.97,NA,FALSE
"Compound_0489",3532582.69133333,1851233.41313333,0.93223652265201,0.0804470562109381,0.17283451557251,1.06107729422429,"4,2'-Dihydroxy-4',6'-dimethoxychalcone 4-glucoside","4,2'-Dihydroxy-4',6'-dimethoxychalcone 4-glucoside",4357673.521,"pos",FALSE,"C23H26O10",462.15121,1.784,NA,TRUE
"Compound_0490",1358555.35966667,2889854.16433333,-1.08892333434324,0.0571599375975301,0.142708032122693,1.16758382009599,"4,2'-Dihydroxychalcone 4-glucoside","4,2'-Dihydroxychalcone 4-glucoside",2759259.29,"pos",FALSE,"C21H22O8",402.12977,8.963,NA,TRUE
"Compound_0491",2999885.89833333,2254448.604,0.412133007997694,0.0985873290573601,0.193839780176205,0.991979967943561,"4,2',4'-Trihydroxy-3-methoxydihydrochalcone","4,2',4'-Trihydroxy-3-methoxydihydrochalcone",2757330.916,"pos",FALSE,"C16H16O5",288.09876,6.411,NA,TRUE
"Compound_0492",6782861.84,5655301.83933333,0.262290079924636,0.259120517668264,0.368756054218035,0.746760165846886,"4,4-Dimethoxy-4,5,6,7-tetrahydro-2,1,3-benzoxadiazol-5-ol 1-oxide","4,4-Dimethoxy-4,5,6,7-tetrahydro-2,1,3-benzoxadiazol-5-ol 1-oxide",6333711.638,"pos",FALSE,"C8H12N2O5",216.07357,1.252,NA,TRUE
"Compound_0493",3825378.10533333,1537294.8486,1.31520845649737,0.079367992527264,0.171856188708627,1.03003575279628,"4,4-Dimethyl-2-oxazolidinethione","4,4-Dimethyl-2-oxazolidinethione",2209613.651,"pos",FALSE,"C5H9NOS",131.03991,1.967,NA,TRUE
"Compound_0494",4916884.80733333,6200912.76766667,-0.334736038156276,0.404051287850033,0.503744984765505,0.625586356101284,"4,4'-(1,4,7,10-Tetraazacyclododecane-1,7-diyl)bis(3-nitroaniline)","4,4'-(1,4,7,10-Tetraazacyclododecane-1,7-diyl)bis(3-nitroaniline)",8675476.96,"pos",FALSE,"C20H28N8O4",444.22334,19.753,NA,FALSE
"Compound_0495",13350346.77,2079472.30933333,2.68258783682423,0.0126422883219643,0.066238468391137,1.27398142718183,"4,4'-di-t-butylbiphenyl","4,4'-di-t-butylbiphenyl",4477744.273,"pos",FALSE,"C20H26",266.20225,17.993,NA,TRUE
"Compound_0496",3371362.49266667,1417543.88933333,1.24993835193619,0.0126172598912101,0.066238468391137,1.22433997185753,"4,4'-Diaponeurosporen-4-al","4,4'-Diaponeurosporen-4-al",1835902.065,"pos",FALSE,"C30H40O",416.30632,16.455,"C19839",TRUE
"Compound_0497",5773505.40633333,2524431.52166667,1.19348897978688,0.125886831190928,0.229783617286678,1.02873051552511,"4,8-dihydroxy-6-(hydroxymethyl)-6,8-dimethyl-1H,3H,4H,4aH,5H,6H,7H,7aH,8H,9H-azuleno[5,6-c]furan-1-one","4,8-dihydroxy-6-(hydroxymethyl)-6,8-dimethyl-1H,3H,4H,4aH,5H,6H,7H,7aH,8H,9H-azuleno[5,6-c]furan-1-one",6877787.645,"pos",FALSE,"C15H22O5",304.12661,11.651,NA,FALSE
"Compound_0498",139702260.1,134002636.733333,0.0600939723447145,0.776152960647799,0.818392577553802,0.470444360724359,"4'-(Imidazol-1-yl)acetophenone","4'-(Imidazol-1-yl)acetophenone",147109152.5,"pos",TRUE,"C11H10N2O",186.07853,14.748,NA,TRUE
"Compound_0499",18756018.99,8203612.14866667,1.19302245422667,0.00674323895314395,0.0537534419294129,1.23078665884702,"4',7-Dimethoxy-6,8-dimethyl-5-hydroxyflavone","4',7-Dimethoxy-6,8-dimethyl-5-hydroxyflavone",15291952.66,"pos",FALSE,"C19H18O5",326.11396,8.741,NA,TRUE
"Compound_0500",7762868.66266667,215120.000133333,5.17337631296697,0.0109779990921456,0.0626352095441437,1.29449713984352,"4295484","4295484",2611108.776,"pos",FALSE,"C10H17NO5",231.11044,10.74,NA,FALSE
"Compound_0501",1121569.311,1706153.22343333,-0.605228436502431,0.476527999939068,0.560266801445428,0.580343671100466,"4β-acetoxy-9β-10β-15α-trihydroxyprobotrydial","4β-acetoxy-9β-10β-15α-trihydroxyprobotrydial",1252991.276,"pos",FALSE,"C17H28O5",312.19238,15.695,NA,FALSE
"Compound_0502",1744467.515,1441308.25493333,0.275407812267363,0.436773434393719,0.528905330711144,0.58861192371718,"5_6-Dihydroxy-3-methyl-2-oxo-1_2-dihydroquinoline","5_6-Dihydroxy-3-methyl-2-oxo-1_2-dihydroquinoline-isoform1",1926970.671,"pos",FALSE,"C10H9NO3",191.05737,4.974,NA,FALSE
"Compound_0503",3618865.21666667,2032267.86766667,0.832446803724274,0.0633730337689276,0.15215080688324,1.08817406998634,"5_6-Dihydroxy-3-methyl-2-oxo-1_2-dihydroquinoline","5_6-Dihydroxy-3-methyl-2-oxo-1_2-dihydroquinoline-isoform2",5075169.072,"pos",FALSE,"C10H9NO3",191.05743,12.074,NA,FALSE
"Compound_0504",10182492.7873333,21261398.594,-1.06214570935004,0.324149309433623,0.433742935448261,0.726934278967939,"5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpentanoic acid","5-(1,2,4a,5-tetramethyl-7-oxo-3,4,8,8a-tetrahydro-2H-naphthalen-1-yl)-3-methylpentanoic acid",18729459.96,"pos",TRUE,"C20H32O3",320.23367,17.148,NA,TRUE
"Compound_0505",13826590.76,14860369.82,-0.104024546508289,0.753704614110546,0.799809834717194,0.220673864883773,"5-(2-chloro-6-fluorobenzyl)-6-propyl-2-(2-pyridyl)pyrimidin-4-yl N,N-dimethylcarbamate","5-(2-chloro-6-fluorobenzyl)-6-propyl-2-(2-pyridyl)pyrimidin-4-yl N,N-dimethylcarbamate",17046329.32,"pos",TRUE,"C22H22ClFN4O2",428.14279,10.017,NA,FALSE
"Compound_0506",83529597.7633333,61857875.7266667,0.433330200356434,0.0767556294101502,0.169153401306729,1.08310473833466,"5-(2'-Carboxyethyl)-4_6-dihydroxypicolinate","5-(2'-Carboxyethyl)-4_6-dihydroxypicolinate",81824631.51,"pos",FALSE,"C9H9NO6",227.042,4.491,"C05655",TRUE
"Compound_0507",16009024.8966667,150568.882956667,6.73231797744724,0.00670357181246771,0.0537534419294129,1.30583362427806,"5-(3-Bromophenyl)-1,2,3,4,5,6-hexahydrobenzo[a]phenanthridin-4-one","5-(3-Bromophenyl)-1,2,3,4,5,6-hexahydrobenzo[a]phenanthridin-4-one",6225596.388,"pos",FALSE,"C23H18BrNO",403.05615,9.395,NA,TRUE
"Compound_0508",544425.122366667,3019550.37793333,-2.47152819668097,0.417590427864506,0.515749134015924,0.593025104125422,"5-(4-Hydroxybut-1-ynyl)-2_2'-bithiophene","5-(4-Hydroxybut-1-ynyl)-2_2'-bithiophene",3439250.333,"pos",FALSE,"C12H10OS2",234.01807,4.785,"C04486",TRUE
"Compound_0509",693523426.166667,617014910.966667,0.168639261021134,0.372088983497076,0.475333454192694,0.650573566648268,"5-(5-CHLORO-2-METHOXYPHENYL)-3H-1,3,4-OXADIAZOLE-2-THIONE","5-(5-CHLORO-2-METHOXYPHENYL)-3H-1,3,4-OXADIAZOLE-2-THIONE",640044701.1,"pos",FALSE,"C9H7ClN2O2S",241.99194,0.93,NA,TRUE
"Compound_0510",13207019.3633333,6201287.487,1.09066522914392,0.0169666655041614,0.0749336877096842,1.2718129199416,"5-(Ethylsulfonyl)-2-[(3S)-1-(tetrahydro-2H-pyran-4-yl)-3-pyrrolidinyl]-1,3-benzoxazole","5-(Ethylsulfonyl)-2-[(3S)-1-(tetrahydro-2H-pyran-4-yl)-3-pyrrolidinyl]-1,3-benzoxazole",7776792.228,"pos",TRUE,"C18H24N2O4S",364.1441,7.6,NA,FALSE
"Compound_0511",278411236.1,323853443.033333,-0.218123645569689,0.677561352409522,0.736996558761234,0.33274339428418,"5-alpha-THDOC","5-alpha-THDOC",295242630.4,"pos",FALSE,"C21H34O3",334.24928,16.469,"C13713",TRUE
"Compound_0512",6272798.832,3822688.689,0.714521581131169,0.0444288346204795,0.123339749841928,1.1841296124249,"5-Amino-4-imidazolecarboxylate","5-Amino-4-imidazolecarboxylate",5609700.902,"pos",FALSE,"C4H5N3O2",127.03755,1.252,NA,FALSE
"Compound_0513",2080644.39366667,1226980.15623333,0.761918496076768,0.069641352050484,0.158741317173897,1.11326051462375,"5-Amino-6-(5'-phosphoribosylamino)uracil","5-Amino-6-(5'-phosphoribosylamino)uracil",1833627.816,"pos",FALSE,"C9H15N4O9P",354.05714,6.122,"C01268",TRUE
"Compound_0514",10510394.0823333,7491778.845,0.488436546083478,0.109734775153099,0.209125698549963,0.965884285228534,"5-chloroacremine A","5-chloroacremine A",8926614.744,"pos",FALSE,"C12H17ClO4",260.08201,2.416,NA,TRUE
"Compound_0515",912245.355866667,594579.696766667,0.617551701151557,0.0895457819441302,0.183430786801853,0.992518935913112,"5-Fluoro-1H-imidazole-4-carbohydrazide","5-Fluoro-1H-imidazole-4-carbohydrazide-isoform1",1460459.873,"pos",FALSE,"C4H5FN4O",144.04436,9.595,NA,TRUE
"Compound_0516",15127703.8166667,8129845.41866667,0.895893196149502,0.0832071810346629,0.175864832982905,1.00573511536701,"5-Fluoro-1H-imidazole-4-carbohydrazide","5-Fluoro-1H-imidazole-4-carbohydrazide-isoform2",10995089.47,"pos",FALSE,"C4H5FN4O",144.04442,11.03,NA,TRUE
"Compound_0517",25720106.6366667,22546124.08,0.190017184073552,0.320204610902661,0.430643945248698,0.705199348307681,"5-Hydroxy-1_4-naphthoquinone","5-Hydroxy-1_4-naphthoquinone",25533154.43,"pos",FALSE,"C10H6O3",174.0309,10.199,NA,FALSE
"Compound_0518",26799283.71,26479280.5666667,0.0173305157844315,0.968260256869062,0.973140934714475,0.0366593835565834,"5-hydroxy-2_4-dioxopentanoate","5-hydroxy-2_4-dioxopentanoate",27466948.45,"pos",FALSE,"C5H6O5",146.02099,1.556,NA,FALSE
"Compound_0519",2437458.40533333,1685600.86966667,0.532114636203288,0.00885852656936278,0.0580171106303337,1.2222120616838,"5-hydroxy-2,7-dimethoxy-8-methylnaphthoquinone","5-hydroxy-2,7-dimethoxy-8-methylnaphthoquinone-isoform1",2439327.088,"pos",FALSE,"C13H12O5",248.06738,7.515,NA,TRUE
"Compound_0520",2401646.96533333,2291819.17433333,0.0675308756928591,0.744899548839867,0.794445619748941,0.284299819266346,"5-hydroxy-2,7-dimethoxy-8-methylnaphthoquinone","5-hydroxy-2,7-dimethoxy-8-methylnaphthoquinone-isoform2",3624564.492,"pos",FALSE,"C13H12O5",248.06742,9.161,NA,TRUE
"Compound_0521",743501.211833333,2009479.71733333,-1.43441501679759,0.104526906894374,0.203275241849693,1.10307142692146,"5-hydroxy-2,7-dimethoxy-8-methylnaphthoquinone","5-hydroxy-2,7-dimethoxy-8-methylnaphthoquinone-isoform3",1794721.014,"pos",FALSE,"C13H12O5",248.06745,10.995,NA,TRUE
"Compound_0522",3261490.587,1385113.75893333,1.23552699555442,0.0333206318500605,0.105896768953756,1.17774310698477,"5-Hydroxy-3,4,7-triphenyl-2,6-benzofurandione","5-Hydroxy-3,4,7-triphenyl-2,6-benzofurandione",2377171.537,"pos",FALSE,"C26H16O4",392.1066,9.479,NA,TRUE
"Compound_0523",66783389.55,51190770.0666667,0.383605609297452,0.201026157555682,0.309872479509509,0.823128999444177,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one","5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one-isoform1",72465705.89,"pos",FALSE,"C6H8O4",144.04431,7.913,NA,TRUE
"Compound_0524",69668785.5533333,42629048.6966667,0.708675554157942,0.140634956137306,0.244012144044207,0.978156329729404,"5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one","5-hydroxy-4-methoxy-5,6-dihydro-2H-pyran-2-one-isoform2",52731083.12,"pos",FALSE,"C6H8O4",144.04429,11.108,NA,TRUE
"Compound_0525",5153106.22133333,61057.4491366667,6.39913120317751,0.0630622670840387,0.152134652109354,1.17110051944545,"5-hydroxy-6,8-dimethoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one","5-hydroxy-6,8-dimethoxy-7-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-2-one",2696853.812,"pos",TRUE,"C17H20O11",400.09871,6.938,NA,FALSE
"Compound_0526",759257.8817,278131.807933333,1.44882123502176,0.00687524042813489,0.0537534419294129,1.27598978659991,"5-Hydroxy-7,4'-dimethoxy-6,8-di-C-prenylflavanone 5-O-galactoside","5-Hydroxy-7,4'-dimethoxy-6,8-di-C-prenylflavanone 5-O-galactoside",620414.6885,"pos",FALSE,"C25H30O10",490.18164,7.184,NA,TRUE
"Compound_0527",169396483.533333,325508.724666667,9.02349199832028,0.00261922924204926,0.0436101730269014,1.3166138022702,"5-hydroxy-8-methyl-6-nitro-1,3-diphenyl-1,2,3,4,7,8-hexahydropyrido[2,3-d]pyrimidine-2,4,7-trione","5-hydroxy-8-methyl-6-nitro-1,3-diphenyl-1,2,3,4,7,8-hexahydropyrido[2,3-d]pyrimidine-2,4,7-trione",55914145.2,"pos",FALSE,"C20H14N4O6",406.08583,7.676,NA,FALSE
"Compound_0528",6211338.884,5563396.08233333,0.158938460854205,0.49727229726163,0.582080851420158,0.58416404186258,"5-Hydroxy-DL-tryptophan","5-Hydroxy-DL-tryptophan-isoform1",6462762.207,"pos",FALSE,"C11H12N2O3",220.08379,2.387,"C01017",TRUE
"Compound_0529",4380079.72766667,4599178.02633333,-0.0704189125819198,0.885004449030593,0.912134719107392,0.290939305364039,"5-Hydroxy-DL-tryptophan","5-Hydroxy-DL-tryptophan-isoform2",1303847.534,"pos",FALSE,"C11H12N2O3",220.08382,7.741,"C01017",TRUE
"Compound_0530",1338405.63433333,1892188.22033333,-0.499540180157941,0.134119951637342,0.236541125499005,1.06008743419973,"5-Hydroxyconiferylalcohol","5-Hydroxyconiferylalcohol",1705493.178,"pos",FALSE,"C10H12O4",196.07267,8.16,NA,FALSE
"Compound_0531",3242604.046,2428516.73733333,0.417077437778649,0.0683271879472167,0.157312306417033,1.04890077685586,"5-Hydroxyferulate","5-Hydroxyferulate-isoform1",3094246.121,"pos",FALSE,"C10H10O5",210.05193,5.368,NA,FALSE
"Compound_0532",13870176.8966667,11776636.6486667,0.23605861637845,0.285009222495567,0.395761969373458,0.81079933929315,"5-Hydroxyferulate","5-Hydroxyferulate-isoform2",12499857.74,"pos",FALSE,"C10H10O5",210.05178,7.016,NA,FALSE
"Compound_0533",5862821.86166667,784935.132266667,2.90094988352563,0.000551209966446136,0.0330725979867681,1.30261225833686,"5-Hydroxyindoleacetylglycine","5-Hydroxyindoleacetylglycine",2654268.958,"pos",FALSE,"C12H12N2O4",248.07849,6.715,"C05832",TRUE
"Compound_0534",208811298.066667,151272588.233333,0.465049189621098,0.161779172926078,0.266055934255088,0.898961348843708,"5-Hydroxyisourate","5-Hydroxyisourate",237207031.4,"pos",FALSE,"C5H4N4O4",184.02406,1.079,"C11821",TRUE
"Compound_0535",6997450.74633333,9369587.738,-0.421156143687727,0.292205752679578,0.403491239780263,0.74235194753939,"5-Methoxyindoleacetate","5-Methoxyindoleacetate-isoform1",3787851.293,"pos",FALSE,"C11H11NO3",205.07305,3.278,"C05660",TRUE
"Compound_0536",857230.707366667,1031521.82716667,-0.267018913522406,0.328419809251214,0.436641061620627,0.771763489049615,"5-Methoxyindoleacetate","5-Methoxyindoleacetate-isoform2",1305326.027,"pos",FALSE,"C11H11NO3",205.07301,7.132,"C05660",TRUE
"Compound_0537",2554800.90566667,2476146.61333333,0.0451141275957095,0.895890693419423,0.917597296123418,0.391239859895426,"5-Methoxyindoleacetate","5-Methoxyindoleacetate-isoform3",1581889.793,"pos",FALSE,"C11H11NO3",205.07297,8.821,"C05660",TRUE
"Compound_0538",23467377.7033333,15183776.9433333,0.628125937160332,0.00342058329679408,0.0480856196418208,1.26201084855446,"5-Methoxyindoleacetate","5-Methoxyindoleacetate-isoform4",29209438.28,"pos",FALSE,"C11H11NO3",205.07296,14.906,"C05660",TRUE
"Compound_0539",448489.3607,271899.9838,0.72199769577568,0.00611899343403123,0.0517283081258457,1.24189077770711,"5-Methyltetrahydrofolicacid","5-Methyltetrahydrofolicacid",541860.4783,"pos",FALSE,"C20H25N7O6",459.18666,8.295,NA,FALSE
"Compound_0540",13211662.4066667,5470173.48233333,1.27215351767102,0.00199944898663806,0.0400106723842903,1.28099456619222,"5-O-(Indol-3-ylacetyl-myo-inositol)D-galactoside","5-O-(Indol-3-ylacetyl-myo-inositol)D-galactoside",6543912.173,"pos",FALSE,"C22H29NO12",499.16648,9.258,NA,FALSE
"Compound_0541",2091951.42733333,7737915.664,-1.88709565056694,0.421042050880507,0.518291339932324,0.592134526771569,"5-octadecyloxyisophthalic acid","5-octadecyloxyisophthalic acid",9772802.326,"pos",FALSE,"C26H42O5",434.30266,14.647,NA,TRUE
"Compound_0542",963607.4432,552681.677733333,0.801996751703544,0.108789725817375,0.20794856312595,0.955322502545723,"5-Phenyl-2-pyridinamine","5-Phenyl-2-pyridinamine",701623.7723,"pos",FALSE,"C11H10N2",170.08383,9.32,NA,TRUE
