"CompoundID","mf","mw","Name","Compound_id","Compound_common_name","Compound_synonyms","Molecular_weight","Smiles","Links","EC","Reaction_equation","Pathway","TERM","LINK","judge"
"Compound_0352","C14H12O3",228.07855,"3_4'_5-Trihydroxystilbene","CPD-83","trans-resveratrol","3,4',5-trihydroxystilbene*3,5,4'-trihydroxystilbene*3,4',5-trihydroxy-<i>trans</i>-stilbene",228.247,"C(/C1(\\C=C/C(/O)=C\\C=1))=C\\C2(/C=C(/C=C(C=2)/O)/O)","REFMET:3,4,5-trihydroxystilbene*DRUGBANK:DB02709*METABOLIGHTS:MTBLC45713*HMDB:HMDB03747*CHEMSPIDER:392875*CHEBI:45713*CAS:501-36-0*KNAPSACK:C00002903*PUBCHEM:445154*LIGAND-CPD:C03582","EC-2.3.1.95","(E)-4-coumaroyl-CoA + 3 malonyl-CoA + 3 H+  ->  trans-resveratrol + 4 CO2 + 4 coenzyme A","resveratrol biosynthesis","PWY-84","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-84","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-21439","30-oxoobtusifoliol","",440.708,"CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(C=O)(C4(\\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\\CC[C@](C)23)=4)))))=C","PUBCHEM:134820201","RXN-19833","30-oxoobtusifoliol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol + formate + an oxidized [NADPH-hemoprotein reductase] + H2O + H+","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-21439","30-oxoobtusifoliol","",440.708,"CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(C=O)(C4(\\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\\CC[C@](C)23)=4)))))=C","PUBCHEM:134820201","RXN-19832","30-hydroxyobtusifoliol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  30-oxoobtusifoliol + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-14495","ursolic aldehyde","",440.708,"C[C@H]5([C@H](C)[C@@H]2([C@@](C=O)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\\C=C2/3)4))))CC5))","PUBCHEM:14423521","RXN-13502","ursolic aldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  ursolate + an oxidized [NADPH-hemoprotein reductase] + H2O","ursolate biosynthesis","PWY-7068","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7068","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-14495","ursolic aldehyde","",440.708,"C[C@H]5([C@H](C)[C@@H]2([C@@](C=O)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\\C=C2/3)4))))CC5))","PUBCHEM:14423521","RXN-13501","uvaol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  ursolic aldehyde + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","ursolate biosynthesis","PWY-7068","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7068","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-14492","betulinic aldehyde","betulinal*betunal*betulin aldehyde",440.708,"C=C(C)[C@@H]5(CC[C@]4(C=O)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))","PUBCHEM:99615","RXN-13499","betulinic aldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  betulinate + an oxidized [NADPH-hemoprotein reductase] + H2O + H+","betulinate biosynthesis","PWY-7067","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7067","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-14492","betulinic aldehyde","betulinal*betunal*betulin aldehyde",440.708,"C=C(C)[C@@H]5(CC[C@]4(C=O)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))","PUBCHEM:99615","RXN-13498","betulin + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  betulinic aldehyde + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","betulinate biosynthesis","PWY-7067","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7067","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-12918","4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol","(3&beta;,4&alpha;)-3-hydroxy-9,19-cyclolanost-24-en-28-al*9,19-cyclolanost-24-en-28-al, 3-hydroxy-, (3&beta;,4&alpha;)-",440.708,"CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](C=O)(C)[C@@H](O)CCC2(CC12CC[C@](C)34)5))))","PUBCHEM:102515023*PUBCHEM:50986091","RXN-11948","4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferrocytochrome b5 + oxygen + H+  ->  4alpha-carboxy,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferricytochrome b5 + H2O","plant sterol biosynthesis II","PWY-6663","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6663","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-12918","4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol","(3&beta;,4&alpha;)-3-hydroxy-9,19-cyclolanost-24-en-28-al*9,19-cyclolanost-24-en-28-al, 3-hydroxy-, (3&beta;,4&alpha;)-",440.708,"CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](C=O)(C)[C@@H](O)CCC2(CC12CC[C@](C)34)5))))","PUBCHEM:102515023*PUBCHEM:50986091","RXN-11947","4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferricytochrome b5 + 2 H2O","plant sterol biosynthesis II","PWY-6663","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6663","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-21323","desaturated 7beta-hydroxythalianol","",440.708,"CC(C)=CCCC(\\C)=C/C=C\\[C@@H](C)[C@@]1(C)(CCC2(\\[C@]3(C)([C@@H](C[C@H](O)C\\1=2)C(C)(C)[C@@H](O)CC3)))","PUBCHEM:134820554","EC-1.14.19","7beta-hydroxythalianol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  desaturated 7beta-hydroxythalianol + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","thalianol and derivatives biosynthesis","PWY-5992","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5992","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-12912","4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol","",440.708,"C\\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](C=O)[C@H](CC=1)2))CC[C@](C)34))))/C(C)C","PUBCHEM:102515345*PUBCHEM:50986208","RXN-11937","4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferrocytochrome b5 + oxygen + H+  ->  4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferricytochrome b5 + H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0423","C30H48O2",440.36341,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform3","CPD-12912","4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol","",440.708,"C\\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](C=O)[C@H](CC=1)2))CC[C@](C)34))))/C(C)C","PUBCHEM:102515345*PUBCHEM:50986208","RXN-11936","4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferricytochrome b5 + 2 H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-21439","30-oxoobtusifoliol","",440.708,"CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(C=O)(C4(\\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\\CC[C@](C)23)=4)))))=C","PUBCHEM:134820201","RXN-19833","30-oxoobtusifoliol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  4alpha-methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol + formate + an oxidized [NADPH-hemoprotein reductase] + H2O + H+","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-21439","30-oxoobtusifoliol","",440.708,"CC(C)C(CC[C@@H](C)[C@H]2(CC[C@@]3(C=O)(C4(\\CC[C@H]1([C@H](C)[C@@H](O)CC[C@@](C)1C(\\CC[C@](C)23)=4)))))=C","PUBCHEM:134820201","RXN-19832","30-hydroxyobtusifoliol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  30-oxoobtusifoliol + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-14495","ursolic aldehyde","",440.708,"C[C@H]5([C@H](C)[C@@H]2([C@@](C=O)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\\C=C2/3)4))))CC5))","PUBCHEM:14423521","RXN-13502","ursolic aldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  ursolate + an oxidized [NADPH-hemoprotein reductase] + H2O","ursolate biosynthesis","PWY-7068","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7068","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-14495","ursolic aldehyde","",440.708,"C[C@H]5([C@H](C)[C@@H]2([C@@](C=O)(CC[C@@]3(C)([C@]1(C)(CC[C@H]4([C@](C)(C)[C@@H](O)CC[C@](C)([C@H]1C\\C=C2/3)4))))CC5))","PUBCHEM:14423521","RXN-13501","uvaol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  ursolic aldehyde + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","ursolate biosynthesis","PWY-7068","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7068","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-14492","betulinic aldehyde","betulinal*betunal*betulin aldehyde",440.708,"C=C(C)[C@@H]5(CC[C@]4(C=O)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))","PUBCHEM:99615","RXN-13499","betulinic aldehyde + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  betulinate + an oxidized [NADPH-hemoprotein reductase] + H2O + H+","betulinate biosynthesis","PWY-7067","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7067","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-14492","betulinic aldehyde","betulinal*betunal*betulin aldehyde",440.708,"C=C(C)[C@@H]5(CC[C@]4(C=O)(CC[C@]3(C)([C@H](CC[C@@H]2([C@@]1([C@H](C(C)(C)[C@H](CC1)O)CC[C@](C)23)(C)))[C@@H]45)))","PUBCHEM:99615","RXN-13498","betulin + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  betulinic aldehyde + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","betulinate biosynthesis","PWY-7067","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7067","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-12918","4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol","(3&beta;,4&alpha;)-3-hydroxy-9,19-cyclolanost-24-en-28-al*9,19-cyclolanost-24-en-28-al, 3-hydroxy-, (3&beta;,4&alpha;)-",440.708,"CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](C=O)(C)[C@@H](O)CCC2(CC12CC[C@](C)34)5))))","PUBCHEM:102515023*PUBCHEM:50986091","RXN-11948","4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferrocytochrome b5 + oxygen + H+  ->  4alpha-carboxy,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferricytochrome b5 + H2O","plant sterol biosynthesis II","PWY-6663","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6663","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-12918","4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol","(3&beta;,4&alpha;)-3-hydroxy-9,19-cyclolanost-24-en-28-al*9,19-cyclolanost-24-en-28-al, 3-hydroxy-, (3&beta;,4&alpha;)-",440.708,"CC(C)=CCC[C@@H](C)[C@H]3(CC[C@@]4(C)([C@@H]1(CC[C@H]5([C@@](C=O)(C)[C@@H](O)CCC2(CC12CC[C@](C)34)5))))","PUBCHEM:102515023*PUBCHEM:50986091","RXN-11947","4alpha-hydroxymethyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  4alpha-formyl,4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-cholest-24-en-3beta-ol + 2 a ferricytochrome b5 + 2 H2O","plant sterol biosynthesis II","PWY-6663","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6663","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-21323","desaturated 7beta-hydroxythalianol","",440.708,"CC(C)=CCCC(\\C)=C/C=C\\[C@@H](C)[C@@]1(C)(CCC2(\\[C@]3(C)([C@@H](C[C@H](O)C\\1=2)C(C)(C)[C@@H](O)CC3)))","PUBCHEM:134820554","EC-1.14.19","7beta-hydroxythalianol + a reduced [NADPH-hemoprotein reductase] + oxygen  ->  desaturated 7beta-hydroxythalianol + an oxidized [NADPH-hemoprotein reductase] + 2 H2O","thalianol and derivatives biosynthesis","PWY-5992","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5992","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-12912","4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol","",440.708,"C\\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](C=O)[C@H](CC=1)2))CC[C@](C)34))))/C(C)C","PUBCHEM:102515345*PUBCHEM:50986208","RXN-11937","4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferrocytochrome b5 + oxygen + H+  ->  4alpha-carboxy-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferricytochrome b5 + H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0424","C30H48O2",440.3636,"3beta-hydroxy-4beta-hydroxymethylfusida-17(20)[16,20-cis], 24-diene-isoform4","CPD-12912","4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol","",440.708,"C\\C=C(CC[C@@H](C)[C@H]3(CC[C@H]4(C1([C@@H]([C@@]2(C)(CC[C@H](O)[C@@H](C=O)[C@H](CC=1)2))CC[C@](C)34))))/C(C)C","PUBCHEM:102515345*PUBCHEM:50986208","RXN-11936","4alpha-hydroxymethyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferrocytochrome b5 + oxygen + 2 H+  ->  4alpha-formyl-stigmasta-7,24(241)-dien-3beta-ol + 2 a ferricytochrome b5 + 2 H2O","phytosterol biosynthesis (plants)","PWY-2541","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-2541","T"
"Compound_0443","C9H6O3",162.03097,"4-Coumarylalcohol(4-Hydroxycoumarin)","CPD-8186","umbelliferone","7-hydroxy-1-benzopyran-2-one*7-oxycoumarin*skimmetin*hydrangin*7-hydroxycoumarin",162.145,"C1(\\C2(\\C=C/C(OC(/C=C(\\C=1)/O)=2)=O))","REFMET:Umbelliferone*METABOLIGHTS:MTBLC27510*HMDB:HMDB29865*CHEMSPIDER:13586477*PUBCHEM:5281426*CHEBI:27510*LIGAND-CPD:C09315","RXN-9262","umbelliferone  ->  esculetin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0443","C9H6O3",162.03097,"4-Coumarylalcohol(4-Hydroxycoumarin)","CPD-8186","umbelliferone","7-hydroxy-1-benzopyran-2-one*7-oxycoumarin*skimmetin*hydrangin*7-hydroxycoumarin",162.145,"C1(\\C2(\\C=C/C(OC(/C=C(\\C=1)/O)=2)=O))","REFMET:Umbelliferone*METABOLIGHTS:MTBLC27510*HMDB:HMDB29865*CHEMSPIDER:13586477*PUBCHEM:5281426*CHEBI:27510*LIGAND-CPD:C09315","RXN-9264","umbelliferone  ->  a demethylated methyl donor + herniarin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0443","C9H6O3",162.03097,"4-Coumarylalcohol(4-Hydroxycoumarin)","CPD-8186","umbelliferone","7-hydroxy-1-benzopyran-2-one*7-oxycoumarin*skimmetin*hydrangin*7-hydroxycoumarin",162.145,"C1(\\C2(\\C=C/C(OC(/C=C(\\C=1)/O)=2)=O))","REFMET:Umbelliferone*METABOLIGHTS:MTBLC27510*HMDB:HMDB29865*CHEMSPIDER:13586477*PUBCHEM:5281426*CHEBI:27510*LIGAND-CPD:C09315","RXN-14165","umbelliferone  ->  esculetin","superpathway of scopolin and esculin biosynthesis","PWY-7186","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186","T"
"Compound_0443","C9H6O3",162.03097,"4-Coumarylalcohol(4-Hydroxycoumarin)","CPD-8186","umbelliferone","7-hydroxy-1-benzopyran-2-one*7-oxycoumarin*skimmetin*hydrangin*7-hydroxycoumarin",162.145,"C1(\\C2(\\C=C/C(OC(/C=C(\\C=1)/O)=2)=O))","REFMET:Umbelliferone*METABOLIGHTS:MTBLC27510*HMDB:HMDB29865*CHEMSPIDER:13586477*PUBCHEM:5281426*CHEBI:27510*LIGAND-CPD:C09315","RXN-12965","2,4-dihydroxycinnamoyl-CoA  ->  umbelliferone + coenzyme A","coumarins biosynthesis (engineered)","PWY-7398","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7398","T"
"Compound_0443","C9H6O3",162.03097,"4-Coumarylalcohol(4-Hydroxycoumarin)","CPD-8186","umbelliferone","7-hydroxy-1-benzopyran-2-one*7-oxycoumarin*skimmetin*hydrangin*7-hydroxycoumarin",162.145,"C1(\\C2(\\C=C/C(OC(/C=C(\\C=1)/O)=2)=O))","REFMET:Umbelliferone*METABOLIGHTS:MTBLC27510*HMDB:HMDB29865*CHEMSPIDER:13586477*PUBCHEM:5281426*CHEBI:27510*LIGAND-CPD:C09315","RXN-12965","2,4-dihydroxycinnamoyl-CoA  ->  umbelliferone + coenzyme A","umbelliferone biosynthesis","PWY-6982","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-6982","T"
"Compound_0443","C9H6O3",162.03097,"4-Coumarylalcohol(4-Hydroxycoumarin)","CPD-8186","umbelliferone","7-hydroxy-1-benzopyran-2-one*7-oxycoumarin*skimmetin*hydrangin*7-hydroxycoumarin",162.145,"C1(\\C2(\\C=C/C(OC(/C=C(\\C=1)/O)=2)=O))","REFMET:Umbelliferone*METABOLIGHTS:MTBLC27510*HMDB:HMDB29865*CHEMSPIDER:13586477*PUBCHEM:5281426*CHEBI:27510*LIGAND-CPD:C09315","RXN-14168","(Z)-3-(2,4-dihydroxyphenyl)-prop-2-enoate  ->  umbelliferone","superpathway of scopolin and esculin biosynthesis","PWY-7186","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186","T"
"Compound_0443","C9H6O3",162.03097,"4-Coumarylalcohol(4-Hydroxycoumarin)","CPD-8186","umbelliferone","7-hydroxy-1-benzopyran-2-one*7-oxycoumarin*skimmetin*hydrangin*7-hydroxycoumarin",162.145,"C1(\\C2(\\C=C/C(OC(/C=C(\\C=1)/O)=2)=O))","REFMET:Umbelliferone*METABOLIGHTS:MTBLC27510*HMDB:HMDB29865*CHEMSPIDER:13586477*PUBCHEM:5281426*CHEBI:27510*LIGAND-CPD:C09315","RXN-9261","2,4-dihydroxycinnamate  ->  umbelliferone","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0473","C10H8O3",176.04655,"4-Methylumbelliferone hydrate-isoform2","CPD-9828","herniarin","herniarine*ayapanin*7-methoxycoumarin*methylumbelliferone",176.171,"C1(\\C=C/C2(/C(/O1)=C\\C(\\OC)=C/C=2))(=O)","PUBCHEM:10748*CHEBI:5679*LIGAND-CPD:C09268","RXN-9265","herniarin  ->  isoscopoletin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0473","C10H8O3",176.04655,"4-Methylumbelliferone hydrate-isoform2","CPD-9828","herniarin","herniarine*ayapanin*7-methoxycoumarin*methylumbelliferone",176.171,"C1(\\C=C/C2(/C(/O1)=C\\C(\\OC)=C/C=2))(=O)","PUBCHEM:10748*CHEBI:5679*LIGAND-CPD:C09268","RXN-9264","umbelliferone  ->  a demethylated methyl donor + herniarin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","RXN-9272","scopoletin  ->  a demethylated methyl donor + scoparone","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","RXN-9273","scopoletin  ->  ayapin","simple coumarins biosynthesis","PWY-5868","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-5868","T"
"Compound_0579","C10H8O4",192.04134,"6-Methoxy-7-hydroxycoumarin","SCOPOLETIN","scopoletin","7-hydroxy-6-methoxy-2<i>H</i>-chromen-2-one",192.171,"COC2(/C=C1(\\C=C/C(OC/1=C/C(/O)=2)=O))","REFMET:Scopoletin*METABOLIGHTS:MTBLC17488*HMDB:HMDB34344*CHEMSPIDER:4444113*PUBCHEM:5280460*CHEBI:17488*LIGAND-CPD:C01752*NCI:405647","EC-2.4.1.128","UDP-alpha-D-glucose + scopoletin  ->  scopolin + UDP + H+","superpathway of scopolin and esculin biosynthesis","PWY-7186","HTTP://localhost:1555/ARA/NEW-IMAGE?type=PATHWAY&object=PWY-7186","T"
